job_ad_id,job_city,job_industry,job_type,job_fed_contractor,job_equal_opp_employer,job_ownership,job_req_any,job_req_communication,job_req_education,job_req_min_experience,job_req_computer,job_req_organization,job_req_school,received_callback,firstname,race,gender,years_college,college_degree,honors,worked_during_school,years_experience,computer_skills,special_skills,volunteer,military,employment_holes,has_email_address,resume_quality,sample_weight
237,Boston,manufacturing,retail_sales,0.0,0,private,1,0,0,some,0,0,none_listed,0,Todd,white,m,4,1,0,1,2,1,0,1,1,0,1,high,0.8010204081632653
237,Boston,manufacturing,retail_sales,0.0,0,private,1,0,0,some,0,0,none_listed,0,Tremayne,black,m,4,1,0,0,7,0,0,0,0,1,0,low,1.1989795918367345
110,Boston,wholesale_and_retail_trade,retail_sales,0.0,0,private,1,0,0,some,0,0,none_listed,0,Tyrone,black,m,4,1,0,0,7,0,0,0,0,1,0,low,1.1989795918367345
135,Boston,wholesale_and_retail_trade,sales_rep,0.0,1,private,1,0,1,some,0,0,some_college,0,Tyrone,black,m,4,1,0,1,6,1,0,0,0,0,0,low,1.1989795918367345
49,Boston,business_and_personal_service,sales_rep,,0,unknown,1,0,0,some,0,0,none_listed,0,Tyrone,black,m,4,1,0,1,8,1,0,1,0,0,1,high,1.1989795918367345
196,Boston,wholesale_and_retail_trade,sales_rep,0.0,0,private,1,0,0,some,0,0,none_listed,0,Tyrone,black,m,4,1,0,1,2,1,0,1,1,0,1,high,1.1989795918367345
577,Boston,finance_insurance_real_estate,clerical,,0,unknown,1,0,0,,1,0,none_listed,0,Allison,white,f,2,0,0,0,19,0,0,1,0,0,1,high,0.8010204081632653
577,Boston,finance_insurance_real_estate,clerical,,0,unknown,1,0,0,,1,0,none_listed,0,Anne,white,f,3,0,0,1,13,1,1,0,0,1,0,low,0.8010204081632653
577,Boston,finance_insurance_real_estate,clerical,,0,unknown,1,0,0,,1,0,none_listed,0,Latonya,black,f,3,0,0,1,7,1,1,0,0,1,0,low,1.1989795918367345
577,Boston,finance_insurance_real_estate,clerical,,0,unknown,1,0,0,,1,0,none_listed,0,Tamika,black,f,4,1,0,1,9,1,0,1,0,1,1,high,1.1989795918367345
578,Boston,business_and_personal_service,secretary,0.0,0,private,1,0,0,,0,0,none_listed,0,Jill,white,f,4,1,0,0,9,1,1,1,0,1,1,high,0.8010204081632653
578,Boston,business_and_personal_service,secretary,0.0,0,private,1,0,0,,0,0,none_listed,0,Kenya,black,f,3,0,0,0,4,1,1,0,0,1,0,low,1.1989795918367345
578,Boston,business_and_personal_service,secretary,0.0,0,private,1,0,0,,0,0,none_listed,0,Meredith,white,f,3,0,0,0,4,1,1,0,0,1,0,low,0.8010204081632653
578,Boston,business_and_personal_service,secretary,0.0,0,private,1,0,0,,0,0,none_listed,0,Tamika,black,f,2,0,0,0,16,1,1,0,0,1,1,high,1.1989795918367345
579,Boston,other_service,secretary,0.0,0,private,1,0,0,,1,0,none_listed,0,Allison,white,f,3,0,0,0,1,1,1,0,0,1,0,low,0.8010204081632653
579,Boston,other_service,secretary,0.0,0,private,1,0,0,,1,0,none_listed,0,Ebony,black,f,4,1,0,0,9,1,1,1,0,1,1,high,1.1989795918367345
579,Boston,other_service,secretary,0.0,0,private,1,0,0,,1,0,none_listed,0,Emily,white,f,3,0,0,0,18,1,1,1,0,1,1,high,0.8010204081632653
579,Boston,other_service,secretary,0.0,0,private,1,0,0,,1,0,none_listed,0,Latoya,black,f,4,1,0,0,7,1,1,0,0,1,0,low,1.1989795918367345
580,Boston,other_service,supervisor,0.0,0,nonprofit,1,0,0,,1,0,none_listed,0,Kristen,white,f,3,0,0,0,13,1,1,0,0,1,1,low,0.8010204081632653
580,Boston,other_service,supervisor,0.0,0,nonprofit,1,0,0,,1,0,none_listed,0,Latonya,black,f,4,1,0,1,9,1,0,1,0,1,1,high,1.1989795918367345
580,Boston,other_service,supervisor,0.0,0,nonprofit,1,0,0,,1,0,none_listed,0,Laurie,white,f,2,0,0,0,19,0,0,1,0,0,1,high,0.8010204081632653
580,Boston,other_service,supervisor,0.0,0,nonprofit,1,0,0,,1,0,none_listed,0,Tanisha,black,f,3,0,0,1,5,0,1,0,0,1,0,low,1.1989795918367345
581,Boston,finance_insurance_real_estate,clerical,,0,unknown,0,0,0,,0,0,none_listed,0,Anne,white,f,4,1,0,0,14,1,0,1,0,1,1,high,0.8010204081632653
581,Boston,finance_insurance_real_estate,clerical,,0,unknown,0,0,0,,0,0,none_listed,0,Kenya,black,f,3,0,0,1,4,1,1,1,0,1,1,high,1.1989795918367345
581,Boston,finance_insurance_real_estate,clerical,,0,unknown,0,0,0,,0,0,none_listed,0,Lakisha,black,f,3,0,0,0,2,0,1,0,0,1,0,low,1.1989795918367345
581,Boston,finance_insurance_real_estate,clerical,,0,unknown,0,0,0,,0,0,none_listed,0,Meredith,white,f,3,0,0,1,5,0,1,0,0,1,0,low,0.8010204081632653
303,Boston,manufacturing,retail_sales,0.0,1,private,1,0,0,,0,0,none_listed,0,Emily,white,f,4,1,0,1,6,1,0,0,0,0,0,low,0.8010204081632653
303,Boston,manufacturing,retail_sales,0.0,1,private,1,0,0,,0,0,none_listed,0,Meredith,white,f,4,1,0,1,4,1,0,1,1,0,1,high,0.8010204081632653
303,Boston,manufacturing,retail_sales,0.0,1,private,1,0,0,,0,0,none_listed,0,Tanisha,black,f,4,1,0,0,7,0,0,0,0,1,0,low,1.1989795918367345
303,Boston,manufacturing,retail_sales,0.0,1,private,1,0,0,,0,0,none_listed,0,Tyrone,black,m,4,1,1,1,7,1,0,1,0,0,1,high,1.1989795918367345
582,Chicago,other_service,secretary,0.0,1,unknown,1,0,0,3,1,0,none_listed,0,Aisha,black,f,4,1,0,1,4,1,0,0,0,0,0,low,1.1989795918367345
582,Chicago,other_service,secretary,0.0,1,unknown,1,0,0,3,1,0,none_listed,1,Allison,white,f,4,1,0,0,4,1,0,0,0,1,0,low,0.8010204081632653
582,Chicago,other_service,secretary,0.0,1,unknown,1,0,0,3,1,0,none_listed,1,Carrie,white,f,3,0,0,1,4,1,1,1,0,1,1,high,0.8010204081632653
582,Chicago,other_service,secretary,0.0,1,unknown,1,0,0,3,1,0,none_listed,0,Latoya,black,f,3,0,0,1,4,1,0,1,1,0,1,high,1.1989795918367345
583,Chicago,finance_insurance_real_estate,supervisor,,1,unknown,1,0,0,8,1,0,none_listed,1,Anne,white,f,4,1,0,1,14,1,0,0,0,0,1,high,0.8010204081632653
583,Chicago,finance_insurance_real_estate,supervisor,,1,unknown,1,0,0,8,1,0,none_listed,0,Tamika,black,f,4,1,0,0,11,1,1,1,0,1,1,high,1.1989795918367345
584,Chicago,other_service,secretary,,0,unknown,1,1,0,,1,1,none_listed,0,Aisha,black,f,2,0,0,0,9,1,0,0,0,1,0,low,1.1989795918367345
584,Chicago,other_service,secretary,,0,unknown,1,1,0,,1,1,none_listed,0,Carrie,white,f,4,1,0,1,6,1,0,1,0,0,1,high,0.8010204081632653
584,Chicago,other_service,secretary,,0,unknown,1,1,0,,1,1,none_listed,0,Ebony,black,f,3,0,0,0,7,1,0,1,0,1,1,high,1.1989795918367345
584,Chicago,other_service,secretary,,0,unknown,1,1,0,,1,1,none_listed,0,Meredith,white,f,4,1,0,0,11,1,0,0,0,1,0,low,0.8010204081632653
585,Chicago,other_service,secretary,0.0,0,nonprofit,1,0,1,,1,0,college,0,Anne,white,f,4,1,0,1,4,1,1,0,0,1,0,low,0.8010204081632653
585,Chicago,other_service,secretary,0.0,0,nonprofit,1,0,1,,1,0,college,0,Lakisha,black,f,4,1,0,1,4,1,1,0,0,0,1,high,1.1989795918367345
585,Chicago,other_service,secretary,0.0,0,nonprofit,1,0,1,,1,0,college,0,Latonya,black,f,4,1,0,1,6,1,0,0,0,0,0,low,1.1989795918367345
585,Chicago,other_service,secretary,0.0,0,nonprofit,1,0,1,,1,0,college,1,Meredith,white,f,4,1,0,1,5,1,0,1,0,0,1,high,0.8010204081632653
586,Chicago,business_and_personal_service,clerical,,0,unknown,1,0,0,,1,0,none_listed,0,Aisha,black,f,4,1,1,0,19,1,0,0,0,1,0,low,1.1989795918367345
586,Chicago,business_and_personal_service,clerical,,0,unknown,1,0,0,,1,0,none_listed,0,Emily,white,f,4,1,0,1,13,1,0,0,0,1,0,low,0.8010204081632653
586,Chicago,business_and_personal_service,clerical,,0,unknown,1,0,0,,1,0,none_listed,0,Jill,white,f,4,1,0,1,21,1,0,0,0,1,1,high,0.8010204081632653
586,Chicago,business_and_personal_service,clerical,,0,unknown,1,0,0,,1,0,none_listed,0,Keisha,black,f,4,1,0,0,7,1,1,0,1,1,1,high,1.1989795918367345
587,Chicago,business_and_personal_service,clerical,,0,unknown,1,1,0,,1,0,none_listed,0,Allison,white,f,3,0,0,1,14,1,1,0,0,0,0,low,0.8010204081632653
587,Chicago,business_and_personal_service,clerical,,0,unknown,1,1,0,,1,0,none_listed,0,Latoya,black,f,4,1,0,1,12,1,1,0,0,0,1,high,1.1989795918367345
587,Chicago,business_and_personal_service,clerical,,0,unknown,1,1,0,,1,0,none_listed,0,Meredith,white,f,4,1,1,1,12,1,1,0,0,1,1,high,0.8010204081632653
587,Chicago,business_and_personal_service,clerical,,0,unknown,1,1,0,,1,0,none_listed,0,Tanisha,black,f,4,1,0,1,15,1,1,0,0,1,0,low,1.1989795918367345
588,Chicago,wholesale_and_retail_trade,secretary,0.0,0,private,1,0,0,,1,1,none_listed,0,Carrie,white,f,3,0,0,0,11,1,1,0,0,1,0,low,0.8010204081632653
588,Chicago,wholesale_and_retail_trade,secretary,0.0,0,private,1,0,0,,1,1,none_listed,0,Kenya,black,f,3,0,0,1,22,1,1,1,1,0,1,high,1.1989795918367345
588,Chicago,wholesale_and_retail_trade,secretary,0.0,0,private,1,0,0,,1,1,none_listed,0,Latonya,black,f,4,1,0,1,13,1,0,0,0,1,0,low,1.1989795918367345
588,Chicago,wholesale_and_retail_trade,secretary,0.0,0,private,1,0,0,,1,1,none_listed,1,Sarah,white,f,4,1,0,1,11,1,0,0,0,0,1,high,0.8010204081632653
589,Chicago,finance_insurance_real_estate,secretary,0.0,0,private,1,0,0,some,0,0,none_listed,1,Allison,white,f,4,1,0,1,12,1,0,0,0,0,0,low,0.8010204081632653
589,Chicago,finance_insurance_real_estate,secretary,0.0,0,private,1,0,0,some,0,0,none_listed,0,Ebony,black,f,3,0,0,1,13,1,0,1,0,0,1,high,1.1989795918367345
589,Chicago,finance_insurance_real_estate,secretary,0.0,0,private,1,0,0,some,0,0,none_listed,0,Sarah,white,f,4,1,0,1,11,1,0,0,0,0,0,high,0.8010204081632653
589,Chicago,finance_insurance_real_estate,secretary,0.0,0,private,1,0,0,some,0,0,none_listed,0,Tanisha,black,f,2,0,0,0,11,1,0,0,0,1,0,low,1.1989795918367345
590,Chicago,business_and_personal_service,secretary,0.0,0,nonprofit,1,1,0,some,1,1,none_listed,0,Anne,white,f,4,1,0,1,6,1,0,0,0,1,0,low,0.8010204081632653
590,Chicago,business_and_personal_service,secretary,0.0,0,nonprofit,1,1,0,some,1,1,none_listed,0,Ebony,black,f,3,0,0,0,6,1,1,1,0,1,1,high,1.1989795918367345
590,Chicago,business_and_personal_service,secretary,0.0,0,nonprofit,1,1,0,some,1,1,none_listed,0,Keisha,black,f,4,1,0,1,4,1,0,0,0,0,0,low,1.1989795918367345
590,Chicago,business_and_personal_service,secretary,0.0,0,nonprofit,1,1,0,some,1,1,none_listed,0,Kristen,white,f,3,0,0,1,3,1,0,1,0,1,1,high,0.8010204081632653
591,Chicago,other_service,clerical,,0,unknown,1,0,0,some,1,0,none_listed,0,Allison,white,f,3,0,0,1,9,1,0,1,0,1,1,high,0.8010204081632653
591,Chicago,other_service,clerical,,0,unknown,1,0,0,some,1,0,none_listed,0,Emily,white,f,3,0,0,0,8,1,0,0,0,1,1,low,0.8010204081632653
591,Chicago,other_service,clerical,,0,unknown,1,0,0,some,1,0,none_listed,0,Latonya,black,f,4,1,0,0,6,1,0,0,0,1,0,low,1.1989795918367345
591,Chicago,other_service,clerical,,0,unknown,1,0,0,some,1,0,none_listed,0,Latoya,black,f,4,1,0,1,8,1,0,0,0,0,1,high,1.1989795918367345
592,Chicago,finance_insurance_real_estate,secretary,1.0,1,public,1,1,0,2,1,0,none_listed,0,Jill,white,f,4,1,0,1,13,1,1,0,0,1,0,low,0.8010204081632653
592,Chicago,finance_insurance_real_estate,secretary,1.0,1,public,1,1,0,2,1,0,none_listed,0,Latoya,black,f,4,1,1,0,19,1,0,0,0,1,0,low,1.1989795918367345
592,Chicago,finance_insurance_real_estate,secretary,1.0,1,public,1,1,0,2,1,0,none_listed,1,Sarah,white,f,4,1,0,1,21,1,1,0,0,1,1,high,0.8010204081632653
592,Chicago,finance_insurance_real_estate,secretary,1.0,1,public,1,1,0,2,1,0,none_listed,1,Tamika,black,f,4,1,0,0,7,1,1,0,1,1,1,high,1.1989795918367345
593,Chicago,finance_insurance_real_estate,secretary,,1,unknown,1,0,0,3,1,0,none_listed,0,Anne,white,f,4,1,0,1,5,1,0,0,0,1,0,low,0.8010204081632653
593,Chicago,finance_insurance_real_estate,secretary,,1,unknown,1,0,0,3,1,0,none_listed,0,Jill,white,f,3,0,0,0,6,1,1,1,0,1,1,high,0.8010204081632653
593,Chicago,finance_insurance_real_estate,secretary,,1,unknown,1,0,0,3,1,0,none_listed,0,Keisha,black,f,4,1,0,0,5,1,0,0,0,1,0,low,1.1989795918367345
593,Chicago,finance_insurance_real_estate,secretary,,1,unknown,1,0,0,3,1,0,none_listed,0,Kenya,black,f,3,0,0,1,5,1,0,0,0,0,1,high,1.1989795918367345
594,Chicago,other_service,supervisor,,0,unknown,1,0,0,,1,0,none_listed,0,Latoya,black,f,3,0,0,1,11,1,1,1,0,1,1,high,1.1989795918367345
594,Chicago,other_service,supervisor,,0,unknown,1,0,0,,1,0,none_listed,0,Laurie,white,f,4,1,0,0,8,1,0,1,0,1,1,high,0.8010204081632653
594,Chicago,other_service,supervisor,,0,unknown,1,0,0,,1,0,none_listed,0,Meredith,white,f,4,1,0,1,25,1,0,0,0,1,0,low,0.8010204081632653
594,Chicago,other_service,supervisor,,0,unknown,1,0,0,,1,0,none_listed,0,Tamika,black,f,3,0,0,1,10,1,0,0,0,0,0,low,1.1989795918367345
595,Chicago,manufacturing,manager,,0,unknown,1,0,1,,1,0,college,0,Aisha,black,f,4,1,0,0,3,1,1,0,0,1,0,low,1.1989795918367345
595,Chicago,manufacturing,manager,,0,unknown,1,0,1,,1,0,college,0,Anne,white,f,4,1,0,0,4,1,1,1,0,0,1,high,0.8010204081632653
595,Chicago,manufacturing,manager,,0,unknown,1,0,1,,1,0,college,0,Keisha,black,f,4,1,0,0,5,1,1,1,0,0,1,high,1.1989795918367345
595,Chicago,manufacturing,manager,,0,unknown,1,0,1,,1,0,college,0,Laurie,white,f,4,1,0,0,4,1,1,0,0,1,0,low,0.8010204081632653
596,Chicago,finance_insurance_real_estate,secretary,,0,unknown,1,1,0,,1,0,none_listed,0,Carrie,white,f,4,1,0,0,4,1,0,0,0,1,0,low,0.8010204081632653
596,Chicago,finance_insurance_real_estate,secretary,,0,unknown,1,1,0,,1,0,none_listed,0,Kenya,black,f,4,1,0,1,4,1,0,0,0,1,0,low,1.1989795918367345
596,Chicago,finance_insurance_real_estate,secretary,,0,unknown,1,1,0,,1,0,none_listed,0,Lakisha,black,f,4,1,0,0,4,1,1,1,0,1,1,high,1.1989795918367345
596,Chicago,finance_insurance_real_estate,secretary,,0,unknown,1,1,0,,1,0,none_listed,0,Laurie,white,f,4,1,0,1,5,1,0,0,0,0,1,high,0.8010204081632653
597,Chicago,business_and_personal_service,supervisor,0.0,0,private,1,0,0,some,1,0,none_listed,0,Emily,white,f,4,1,0,1,6,0,0,0,0,0,0,low,0.8010204081632653
597,Chicago,business_and_personal_service,supervisor,0.0,0,private,1,0,0,some,1,0,none_listed,0,Greg,white,m,4,1,0,1,5,1,0,1,0,1,1,high,0.8010204081632653
597,Chicago,business_and_personal_service,supervisor,0.0,0,private,1,0,0,some,1,0,none_listed,0,Lakisha,black,f,4,1,0,1,6,1,0,0,0,0,0,low,1.1989795918367345
597,Chicago,business_and_personal_service,supervisor,0.0,0,private,1,0,0,some,1,0,none_listed,0,Latoya,black,f,4,1,0,1,4,1,1,0,0,0,1,high,1.1989795918367345
598,Chicago,other_service,clerical,0.0,1,private,1,0,1,,1,0,college,0,Jill,white,f,4,1,0,1,5,1,1,1,0,0,1,high,0.8010204081632653
598,Chicago,other_service,clerical,0.0,1,private,1,0,1,,1,0,college,0,Kristen,white,f,4,1,0,1,6,1,0,0,0,0,0,low,0.8010204081632653
598,Chicago,other_service,clerical,0.0,1,private,1,0,1,,1,0,college,0,Latoya,black,f,0,0,0,0,2,1,0,0,0,0,0,low,1.1989795918367345
598,Chicago,other_service,clerical,0.0,1,private,1,0,1,,1,0,college,0,Tamika,black,f,4,1,0,1,6,1,0,1,0,0,1,high,1.1989795918367345
599,Chicago,business_and_personal_service,supervisor,0.0,1,public,1,0,0,some,1,0,none_listed,0,Ebony,black,f,4,1,0,1,6,1,0,1,0,0,1,high,1.1989795918367345
599,Chicago,business_and_personal_service,supervisor,0.0,1,public,1,0,0,some,1,0,none_listed,0,Emily,white,f,4,1,0,1,6,1,0,0,0,0,0,low,0.8010204081632653
599,Chicago,business_and_personal_service,supervisor,0.0,1,public,1,0,0,some,1,0,none_listed,1,Kristen,white,f,4,1,0,1,6,1,0,1,0,1,1,high,0.8010204081632653
599,Chicago,business_and_personal_service,supervisor,0.0,1,public,1,0,0,some,1,0,none_listed,0,Latoya,black,f,4,1,0,0,6,1,0,0,0,0,0,low,1.1989795918367345
600,Chicago,other_service,secretary,,0,unknown,1,0,0,2,1,0,none_listed,0,Allison,white,f,4,1,0,1,6,1,0,1,0,0,1,high,0.8010204081632653
600,Chicago,other_service,secretary,,0,unknown,1,0,0,2,1,0,none_listed,0,Latoya,black,f,4,1,0,1,4,1,0,0,0,0,1,high,1.1989795918367345
601,Chicago,other_service,supervisor,0.0,1,nonprofit,1,0,0,,1,0,none_listed,0,Carrie,white,f,4,1,0,1,11,1,0,1,0,0,1,high,0.8010204081632653
601,Chicago,other_service,supervisor,0.0,1,nonprofit,1,0,0,,1,0,none_listed,0,Keisha,black,f,4,1,0,1,6,1,0,0,0,0,0,low,1.1989795918367345
601,Chicago,other_service,supervisor,0.0,1,nonprofit,1,0,0,,1,0,none_listed,0,Kristen,white,f,4,1,0,1,6,1,0,0,0,0,0,low,0.8010204081632653
601,Chicago,other_service,supervisor,0.0,1,nonprofit,1,0,0,,1,0,none_listed,0,Latoya,black,f,4,1,0,1,11,1,0,1,0,0,1,high,1.1989795918367345
602,Chicago,wholesale_and_retail_trade,sales_rep,0.0,0,private,1,0,0,,1,0,none_listed,0,Allison,white,f,4,1,0,1,6,1,0,1,0,0,1,high,0.8010204081632653
602,Chicago,wholesale_and_retail_trade,sales_rep,0.0,0,private,1,0,0,,1,0,none_listed,0,Anne,white,f,4,1,0,1,14,1,0,0,0,0,0,low,0.8010204081632653
602,Chicago,wholesale_and_retail_trade,sales_rep,0.0,0,private,1,0,0,,1,0,none_listed,0,Lakisha,black,f,4,1,0,1,6,1,0,0,0,0,0,low,1.1989795918367345
602,Chicago,wholesale_and_retail_trade,sales_rep,0.0,0,private,1,0,0,,1,0,none_listed,0,Tamika,black,f,4,1,0,1,6,1,0,1,0,0,1,high,1.1989795918367345
603,Chicago,business_and_personal_service,secretary,1.0,1,private,1,0,0,3,1,0,none_listed,0,Ebony,black,f,4,1,0,1,5,1,1,0,0,0,1,high,1.1989795918367345
603,Chicago,business_and_personal_service,secretary,1.0,1,private,1,0,0,3,1,0,none_listed,0,Kristen,white,f,4,1,0,1,7,1,1,0,0,0,1,high,0.8010204081632653
603,Chicago,business_and_personal_service,secretary,1.0,1,private,1,0,0,3,1,0,none_listed,0,Meredith,white,f,4,1,0,1,4,1,0,1,0,0,1,low,0.8010204081632653
603,Chicago,business_and_personal_service,secretary,1.0,1,private,1,0,0,3,1,0,none_listed,0,Tanisha,black,f,4,1,0,0,6,1,1,0,0,1,0,low,1.1989795918367345
604,Chicago,business_and_personal_service,secretary,,0,unknown,1,0,0,some,1,0,none_listed,0,Allison,white,f,4,1,0,0,3,1,1,1,0,1,1,high,0.8010204081632653
604,Chicago,business_and_personal_service,secretary,,0,unknown,1,0,0,some,1,0,none_listed,0,Emily,white,f,4,1,0,0,4,1,0,0,0,1,0,low,0.8010204081632653
604,Chicago,business_and_personal_service,secretary,,0,unknown,1,0,0,some,1,0,none_listed,0,Tamika,black,f,4,1,0,1,3,1,0,0,0,0,0,low,1.1989795918367345
604,Chicago,business_and_personal_service,secretary,,0,unknown,1,0,0,some,1,0,none_listed,0,Tanisha,black,f,4,1,0,1,8,1,0,1,0,1,1,high,1.1989795918367345
605,Chicago,other_service,secretary,,0,unknown,0,0,0,,0,0,none_listed,0,Allison,white,f,3,0,0,1,6,1,0,0,0,0,0,low,0.8010204081632653
605,Chicago,other_service,secretary,,0,unknown,0,0,0,,0,0,none_listed,0,Kenya,black,f,2,0,0,1,3,1,0,1,0,1,0,low,1.1989795918367345
605,Chicago,other_service,secretary,,0,unknown,0,0,0,,0,0,none_listed,0,Laurie,white,f,3,0,0,1,5,1,0,1,0,0,1,high,0.8010204081632653
605,Chicago,other_service,secretary,,0,unknown,0,0,0,,0,0,none_listed,0,Tamika,black,f,3,0,0,1,16,1,0,0,0,0,1,high,1.1989795918367345
606,Chicago,other_service,manager,0.0,0,unknown,1,1,0,2,1,0,none_listed,1,Allison,white,f,4,1,1,0,5,1,0,0,0,1,0,low,0.8010204081632653
606,Chicago,other_service,manager,0.0,0,unknown,1,1,0,2,1,0,none_listed,0,Ebony,black,f,4,1,0,0,4,1,0,0,0,1,0,low,1.1989795918367345
606,Chicago,other_service,manager,0.0,0,unknown,1,1,0,2,1,0,none_listed,0,Jill,white,f,3,0,0,1,5,1,0,1,0,0,1,high,0.8010204081632653
606,Chicago,other_service,manager,0.0,0,unknown,1,1,0,2,1,0,none_listed,0,Keisha,black,f,4,1,0,1,5,1,0,0,0,0,1,high,1.1989795918367345
607,Chicago,wholesale_and_retail_trade,secretary,,0,unknown,1,0,0,,1,0,none_listed,0,Allison,white,f,4,1,0,1,6,1,0,1,0,0,1,high,0.8010204081632653
607,Chicago,wholesale_and_retail_trade,secretary,,0,unknown,1,0,0,,1,0,none_listed,0,Carrie,white,f,4,1,0,0,11,1,1,0,0,1,0,low,0.8010204081632653
607,Chicago,wholesale_and_retail_trade,secretary,,0,unknown,1,0,0,,1,0,none_listed,0,Ebony,black,f,3,0,0,1,21,1,0,1,0,1,1,high,1.1989795918367345
607,Chicago,wholesale_and_retail_trade,secretary,,0,unknown,1,0,0,,1,0,none_listed,0,Tamika,black,f,2,0,0,1,4,1,0,1,0,1,0,low,1.1989795918367345
608,Chicago,business_and_personal_service,manager,0.0,0,private,0,0,0,,0,0,none_listed,0,Carrie,white,f,3,0,0,1,6,1,0,0,0,0,1,low,0.8010204081632653
608,Chicago,business_and_personal_service,manager,0.0,0,private,0,0,0,,0,0,none_listed,0,Keisha,black,f,4,1,0,0,11,1,0,0,0,1,0,low,1.1989795918367345
608,Chicago,business_and_personal_service,manager,0.0,0,private,0,0,0,,0,0,none_listed,0,Kenya,black,f,4,1,0,0,7,1,0,0,1,1,1,high,1.1989795918367345
608,Chicago,business_and_personal_service,manager,0.0,0,private,0,0,0,,0,0,none_listed,1,Sarah,white,f,3,0,0,1,5,1,0,1,0,0,1,high,0.8010204081632653
609,Chicago,manufacturing,secretary,0.0,1,private,1,0,0,some,1,0,none_listed,1,Ebony,black,f,4,1,0,0,3,1,1,0,0,1,0,low,1.1989795918367345
609,Chicago,manufacturing,secretary,0.0,1,private,1,0,0,some,1,0,none_listed,0,Laurie,white,f,4,1,0,1,15,1,0,0,0,0,0,low,0.8010204081632653
610,Chicago,other_service,manager,0.0,0,nonprofit,1,0,0,some,0,0,none_listed,0,Allison,white,f,3,0,0,0,4,1,1,0,0,1,1,low,0.8010204081632653
610,Chicago,other_service,manager,0.0,0,nonprofit,1,0,0,some,0,0,none_listed,0,Keisha,black,f,4,1,0,1,5,1,0,1,0,0,1,high,1.1989795918367345
610,Chicago,other_service,manager,0.0,0,nonprofit,1,0,0,some,0,0,none_listed,0,Kristen,white,f,3,0,0,1,4,1,0,1,1,0,1,high,0.8010204081632653
610,Chicago,other_service,manager,0.0,0,nonprofit,1,0,0,some,0,0,none_listed,0,Tamika,black,f,4,1,1,0,5,1,0,0,0,1,0,low,1.1989795918367345
611,Chicago,other_service,secretary,,0,unknown,0,0,0,,0,0,none_listed,0,Ebony,black,f,2,0,0,1,2,1,0,1,0,1,0,low,1.1989795918367345
611,Chicago,other_service,secretary,,0,unknown,0,0,0,,0,0,none_listed,0,Keisha,black,f,3,0,0,1,5,1,0,1,0,0,1,high,1.1989795918367345
611,Chicago,other_service,secretary,,0,unknown,0,0,0,,0,0,none_listed,0,Meredith,white,f,2,0,0,0,1,1,0,0,0,1,0,low,0.8010204081632653
611,Chicago,other_service,secretary,,0,unknown,0,0,0,,0,0,none_listed,0,Sarah,white,f,4,1,0,1,6,1,0,1,0,0,1,high,0.8010204081632653
213,Boston,wholesale_and_retail_trade,retail_sales,0.0,0,private,0,0,0,,0,0,none_listed,0,Anne,white,f,4,1,0,1,6,1,0,0,0,0,0,low,0.8010204081632653
156,Boston,other_service,sales_rep,,0,unknown,0,0,0,,0,0,none_listed,0,Brad,white,m,4,1,0,1,8,1,0,1,0,0,1,high,0.8010204081632653
197,Boston,manufacturing,sales_rep,0.0,0,private,0,0,0,,0,0,none_listed,0,Brett,white,m,4,1,0,1,6,1,0,0,0,0,0,low,0.8010204081632653
21,Boston,wholesale_and_retail_trade,manager,0.0,1,public,1,0,0,some,0,0,none_listed,0,Brett,white,m,4,1,0,0,18,1,0,1,0,0,0,high,0.8010204081632653
136,Boston,wholesale_and_retail_trade,retail_sales,0.0,0,private,0,0,0,,0,0,none_listed,0,Darnell,black,m,4,1,0,0,7,0,0,0,0,1,0,low,1.1989795918367345
156,Boston,other_service,sales_rep,,0,unknown,0,0,0,,0,0,none_listed,0,Ebony,black,f,4,1,0,1,2,1,0,1,1,0,1,high,1.1989795918367345
111,Boston,wholesale_and_retail_trade,sales_rep,1.0,1,public,1,0,0,0,1,0,none_listed,0,Emily,white,f,4,1,0,1,8,1,0,1,0,0,1,high,0.8010204081632653
197,Boston,manufacturing,sales_rep,0.0,0,private,0,0,0,,0,0,none_listed,0,Geoffrey,white,m,4,1,0,1,2,1,0,1,1,0,1,high,0.8010204081632653
213,Boston,wholesale_and_retail_trade,retail_sales,0.0,0,private,0,0,0,,0,0,none_listed,0,Jamal,black,m,4,1,0,0,7,0,0,0,0,1,0,low,1.1989795918367345
136,Boston,wholesale_and_retail_trade,retail_sales,0.0,0,private,0,0,0,,0,0,none_listed,0,Jay,white,m,4,1,0,1,6,1,0,0,0,0,0,low,0.8010204081632653
213,Boston,wholesale_and_retail_trade,retail_sales,0.0,0,private,0,0,0,,0,0,none_listed,1,Jay,white,m,4,1,0,1,2,1,0,1,1,0,1,high,0.8010204081632653
238,Boston,wholesale_and_retail_trade,sales_rep,0.0,0,private,0,0,0,,0,0,none_listed,0,Jermaine,black,m,4,1,0,1,6,1,0,0,0,0,0,low,1.1989795918367345
21,Boston,wholesale_and_retail_trade,manager,0.0,1,public,1,0,0,some,0,0,none_listed,0,Jermaine,black,m,4,1,0,1,14,1,1,1,0,0,0,high,1.1989795918367345
82,Boston,manufacturing,manager,0.0,0,private,0,0,0,,0,0,none_listed,0,Jill,white,f,4,1,0,0,8,1,0,0,0,0,0,low,0.8010204081632653
